color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,genre,Title
1758,1,506,129.0,135.0,149.0,250.0,1562,639.0,64371181.0,396,36636,1845,1376,0.0,289.0,43,6,28000000.0,2004.0,617.0,7.5,2.4,0,6,Miracle 
1759,1,1654,287.0,110.0,0.0,1000.0,1167,3000.0,58885635.0,1360,194422,10438,1668,0.0,1057.0,43,9,26000000.0,2004.0,2000.0,7.4,2.35,7000,14,Dawn of the Dead 
1760,1,8,108.0,103.0,163.0,968.0,1067,11000.0,60400856.0,918,61317,17533,52,2.0,229.0,15,7,35000000.0,2001.0,2000.0,5.2,2.35,0,3,The Wedding Planner 
1762,1,1625,220.0,110.0,0.0,327.0,126,13000.0,52353636.0,138,209133,14609,2240,1.0,962.0,43,9,21000000.0,2001.0,1000.0,7.6,2.35,0,6,The Royal Tenenbaums 
1763,1,631,136.0,91.0,446.0,660.0,1708,1000.0,51475962.0,268,177828,3969,1023,0.0,714.0,43,9,30000000.0,2003.0,872.0,7.3,2.35,11000,14,Identity 
1764,1,800,222.0,105.0,226.0,966.0,1511,22000.0,63910583.0,1140,106755,35694,2123,2.0,173.0,43,7,28000000.0,2013.0,11000.0,6.6,2.35,27000,3,Last Vegas 
1765,1,752,112.0,127.0,46.0,244.0,2065,844.0,62300000.0,718,72085,2118,636,1.0,263.0,42,6,28000000.0,1981.0,402.0,6.8,2.35,2000,14,For Your Eyes Only 
1766,1,1220,122.0,82.0,23.0,6.0,516,11.0,49968653.0,834,85423,37,148,0.0,374.0,43,7,28000000.0,2001.0,9.0,6.9,1.85,12000,3,Serendipity 
1767,1,1228,62.0,99.0,0.0,186.0,285,664.0,44450000.0,939,44394,2010,882,1.0,115.0,6,9,27000000.0,1994.0,655.0,5.8,2.35,0,14,Timecop 
1768,1,118,135.0,90.0,0.0,8000.0,70,14000.0,45162741.0,975,201084,34565,2532,0.0,523.0,15,7,28000000.0,2001.0,10000.0,6.6,2.35,0,3,Zoolander 
1769,1,916,184.0,115.0,529.0,325.0,1563,576.0,71346930.0,333,78008,1554,1749,0.0,160.0,43,7,28000000.0,2013.0,447.0,6.7,2.35,23000,6,Safe Haven 
1770,1,877,36.0,96.0,197.0,115.0,1589,580.0,39514713.0,1381,60494,1275,1438,0.0,132.0,43,6,28000000.0,1993.0,336.0,6.7,1.85,16000,3,Hocus Pocus 
1771,1,1408,171.0,104.0,96.0,559.0,1261,943.0,43097652.0,1426,59068,3497,257,2.0,128.0,43,6,28000000.0,2007.0,763.0,6.3,2.35,0,6,No Reservations 
1772,1,1023,447.0,117.0,905.0,385.0,529,553.0,48043505.0,412,435864,2357,1720,1.0,801.0,42,9,30000000.0,2010.0,488.0,7.7,2.35,36000,3,Kick-Ass 
1773,1,1376,220.0,83.0,181.0,459.0,561,731.0,37053924.0,132,77935,1987,816,3.0,122.0,15,9,28000000.0,2011.0,579.0,6.1,2.35,0,3,30 Minutes or Less 
1774,1,1183,122.0,99.0,71.0,1000.0,481,18000.0,33000377.0,485,27378,23344,1151,0.0,365.0,43,9,28000000.0,2000.0,1000.0,4.9,2.35,0,14,Dracula 2000 
1775,1,1086,119.0,81.0,44.0,3000.0,1940,35000.0,66950483.0,119,29738,47677,1139,6.0,85.0,43,6,28000000.0,2014.0,7000.0,6.2,2.39,12000,3,"Alexander and the Terrible, Horrible, No Good, Very Bad Day "
1776,1,724,177.0,135.0,456.0,241.0,254,422.0,38372662.0,1293,193455,1083,2277,2.0,1058.0,13,6,28000000.0,2005.0,286.0,7.8,2.35,17000,6,Pride & Prejudice 
1777,1,1313,302.0,117.0,0.0,521.0,1872,11000.0,27000000.0,510,461609,13877,1542,2.0,1168.0,43,9,28000000.0,1982.0,759.0,8.2,2.35,34000,14,Blade Runner 
1778,1,1039,44.0,139.0,105.0,902.0,903,14000.0,31600000.0,832,34427,16125,752,1.0,126.0,43,9,28000000.0,1995.0,1000.0,6.9,2.35,0,1,Rob Roy 
1779,1,1027,211.0,123.0,368.0,114.0,1734,933.0,30688364.0,282,69355,1286,2471,0.0,211.0,43,7,28000000.0,2014.0,194.0,6.2,2.35,10000,6,3 Days to Kill 
1780,1,626,222.0,117.0,115.0,97.0,1576,3000.0,28563179.0,1142,72693,3681,173,4.0,199.0,43,9,21000000.0,2007.0,327.0,6.9,1.85,0,6,We Own the Night 
1781,1,646,100.0,97.0,710.0,258.0,232,497.0,16779636.0,1090,9338,1805,216,2.0,167.0,43,9,28000000.0,2000.0,347.0,4.8,2.35,209,6,Lost Souls 
1783,1,400,98.0,103.0,80.0,585.0,316,806.0,17324744.0,1192,44103,3211,784,3.0,149.0,43,7,28000000.0,2006.0,591.0,5.3,1.85,0,3,Just My Luck 
1784,1,660,74.0,119.0,116.0,385.0,1382,738.0,8888143.0,1214,22250,2171,2126,0.0,123.0,6,9,28000000.0,1999.0,428.0,6.7,2.35,913,6,"Mystery, Alaska "
1785,1,171,97.0,94.0,32.0,453.0,98,1000.0,24268828.0,866,29971,3436,858,4.0,71.0,43,6,28000000.0,2010.0,626.0,5.4,1.85,0,3,The Spy Next Door 
1786,1,1071,21.0,89.0,23.0,899.0,704,1000.0,8119205.0,874,4288,5535,1340,3.0,21.0,43,6,28000000.0,1997.0,937.0,5.4,1.85,517,3,A Simple Wish 
1787,1,739,156.0,98.0,0.0,900.0,407,26000.0,8434601.0,596,43006,28867,1796,5.0,460.0,43,9,28000000.0,2001.0,1000.0,4.9,2.35,0,0,Ghosts of Mars 
1788,1,336,125.0,107.0,234.0,660.0,2183,1000.0,6998324.0,365,11476,3944,2212,2.0,50.0,43,9,28000000.0,2015.0,962.0,6.1,1.85,0,6,Our Brand Is Crisis 
1789,1,186,225.0,108.0,23.0,845.0,184,2000.0,10907291.0,915,23775,4710,2182,0.0,134.0,43,7,28000000.0,2016.0,860.0,5.8,2.35,73000,0,Pride and Prejudice and Zombies 
1790,1,1008,85.0,134.0,17000.0,0.0,2075,2.0,5532301.0,1306,21606,4,2371,0.0,117.0,43,7,28000000.0,1997.0,2.0,7.0,2.35,0,6,Kundun 
1791,1,1330,135.0,110.0,53.0,87.0,1110,480.0,2775593.0,571,61269,858,786,4.0,98.0,42,9,27000000.0,2008.0,261.0,6.5,1.85,0,6,How to Lose Friends & Alienate People 
1792,1,680,350.0,103.0,65.0,405.0,572,17000.0,28751715.0,238,202967,19168,198,0.0,378.0,43,9,28000000.0,2013.0,927.0,6.6,2.35,36000,3,Kick-Ass 2 
1794,1,192,177.0,100.0,11.0,561.0,1762,23000.0,20285518.0,1070,32103,25387,1979,2.0,112.0,13,7,28000000.0,2014.0,727.0,5.7,2.35,0,6,Brick Mansions 
1795,1,752,106.0,131.0,46.0,293.0,1089,594.0,67900000.0,851,74374,1898,2321,0.0,225.0,42,6,27500000.0,1983.0,303.0,6.6,2.35,0,14,Octopussy 
1796,1,843,251.0,133.0,0.0,529.0,1377,11000.0,148734225.0,509,298590,12874,406,2.0,559.0,43,9,30000000.0,2007.0,985.0,7.0,1.85,0,3,Knocked Up 
1797,1,1139,148.0,109.0,415.0,228.0,1914,673.0,49185998.0,593,74476,1775,1131,2.0,184.0,43,7,30000000.0,2009.0,489.0,7.4,2.35,15000,6,My Sister's Keeper 
1798,1,963,76.0,114.0,92.0,436.0,1479,940.0,42168445.0,987,10791,3565,381,3.0,39.0,43,7,35000000.0,2008.0,706.0,5.3,1.85,464,6,"Welcome Home, Roscoe Jenkins "
1799,1,341,52.0,164.0,767.0,162.0,1066,358.0,26400000.0,1130,12980,1334,187,0.0,89.0,42,6,16000000.0,1984.0,223.0,7.4,1.85,845,6,A Passage to India 
1800,1,1293,220.0,92.0,14.0,78.0,117,386.0,17508670.0,1088,64625,646,2249,0.0,281.0,42,9,15000000.0,2006.0,99.0,7.4,1.85,0,6,Notes on a Scandal 
1801,1,505,131.0,122.0,151.0,11000.0,867,24000.0,9664316.0,555,47203,50950,1681,2.0,197.0,43,9,27500000.0,2007.0,15000.0,6.8,2.35,0,6,Rendition 
1803,1,1137,112.0,110.0,120.0,664.0,1198,12000.0,74888996.0,821,55513,16230,1812,0.0,188.0,43,6,30000000.0,1991.0,1000.0,7.2,2.35,0,14,Star Trek VI: The Undiscovered Country 
1804,1,190,93.0,116.0,144.0,477.0,696,1000.0,69586544.0,414,15352,3845,1644,4.0,199.0,43,7,27000000.0,2002.0,482.0,6.0,2.35,0,6,Divine Secrets of the Ya-Ya Sisterhood 
1805,1,790,370.0,106.0,4000.0,591.0,217,19000.0,362645141.0,1208,106221,32921,831,0.0,398.0,42,6,175000000.0,2016.0,13000.0,7.8,1.85,65000,6,The Jungle Book 
1806,1,494,83.0,115.0,39.0,685.0,2062,11000.0,60491560.0,992,50653,14322,2363,1.0,143.0,43,9,27000000.0,1997.0,956.0,6.6,2.35,0,6,Kiss the Girls 
1807,1,759,125.0,148.0,644.0,326.0,150,1000.0,54200000.0,667,142448,2566,2009,1.0,319.0,43,9,27000000.0,1980.0,809.0,7.9,1.85,14000,3,The Blues Brothers 
1809,1,1552,98.0,118.0,650.0,715.0,950,1000.0,30920167.0,363,6476,3389,1158,4.0,71.0,43,7,25000000.0,2012.0,773.0,5.7,2.35,0,3,Joyful Noise 
1810,1,235,158.0,101.0,129.0,3.0,395,66.0,40566655.0,1237,144021,74,1943,0.0,391.0,42,7,30000000.0,2002.0,5.0,7.1,2.35,0,6,About a Boy 
1811,1,1479,152.0,82.0,49.0,429.0,271,1000.0,31768374.0,1039,42761,3313,2464,0.0,366.0,43,9,27000000.0,1999.0,888.0,5.6,2.35,2000,3,Lake Placid 
1812,1,1199,202.0,110.0,118.0,1000.0,1511,13000.0,22494487.0,181,262153,26451,664,3.0,507.0,15,9,27000000.0,2006.0,11000.0,7.8,2.35,10000,6,Lucky Number Slevin 
1813,1,1252,80.0,193.0,133.0,820.0,1858,2000.0,21500000.0,353,45271,6341,2183,0.0,170.0,43,6,27000000.0,1983.0,826.0,7.9,1.85,0,6,The Right Stuff 
1814,1,1363,288.0,130.0,776.0,358.0,1004,898.0,4463292.0,1369,34488,2452,1990,3.0,136.0,42,7,30000000.0,2011.0,584.0,6.9,2.35,15000,6,Anonymous 
1816,1,36,222.0,111.0,295.0,531.0,2148,3000.0,14337579.0,1172,156929,4696,328,1.0,624.0,3,9,27000000.0,1998.0,882.0,7.7,2.35,14000,6,Dark City 
1817,1,1403,194.0,110.0,10.0,844.0,798,3000.0,13823741.0,364,61777,6420,404,3.0,140.0,42,7,13500000.0,2008.0,2000.0,6.9,2.35,0,6,The Duchess 
1820,1,1300,63.0,123.0,0.0,324.0,1253,11000.0,10297897.0,918,8309,11969,676,4.0,39.0,43,7,27000000.0,1998.0,597.0,6.0,2.35,315,6,The Newton Boys 
1821,1,236,167.0,109.0,22.0,355.0,306,14000.0,13248477.0,161,60555,15790,2480,1.0,174.0,43,9,27000000.0,2009.0,716.0,6.2,2.35,0,14,Case 39 
1822,1,413,101.0,99.0,54.0,398.0,1151,748.0,8712564.0,511,16555,1721,2545,0.0,139.0,43,9,27000000.0,2004.0,489.0,5.9,1.33,817,6,Suspect Zero 
1823,1,1034,118.0,106.0,43.0,460.0,1735,1000.0,7486906.0,1039,17436,2495,2285,0.0,71.0,43,6,27000000.0,2007.0,506.0,6.8,1.85,0,6,Martian Child 
1824,1,1343,76.0,89.0,0.0,640.0,1003,2000.0,38536376.0,35,15866,4311,559,5.0,83.0,43,6,27000000.0,2011.0,734.0,3.6,1.85,0,3,Spy Kids: All the Time in the World in 4D 
1825,1,710,268.0,98.0,0.0,638.0,852,8000.0,41008532.0,717,19611,10894,424,1.0,103.0,43,9,27000000.0,2016.0,698.0,6.7,2.35,0,6,Money Monster 
1826,1,1372,95.0,93.0,31.0,57.0,1081,783.0,5204007.0,924,42876,1044,1900,2.0,167.0,42,9,28000000.0,2001.0,132.0,6.3,2.35,0,3,Formula 51 
1827,1,728,78.0,112.0,541.0,638.0,1664,22000.0,4485485.0,1140,14612,46022,424,1.0,105.0,43,9,15000000.0,1999.0,22000.0,6.4,1.85,0,6,Flawless 
1828,1,1281,127.0,101.0,212.0,749.0,410,1000.0,4476235.0,794,49405,4186,708,0.0,226.0,43,9,27000000.0,2004.0,968.0,6.4,2.35,2000,14,Mindhunters 
1829,1,108,137.0,104.0,272.0,17000.0,1774,22000.0,1089365.0,1140,23767,71973,1420,1.0,111.0,43,9,25000000.0,2008.0,18000.0,5.7,2.35,845,6,What Just Happened 
1830,0,1158,54.0,120.0,278.0,387.0,419,844.0,763044.0,228,4257,3286,1229,4.0,52.0,6,9,23000000.0,2003.0,766.0,6.2,1.85,188,6,The Statement 
1832,1,1472,167.0,91.0,41.0,328.0,26,567.0,20819129.0,432,84209,2954,80,1.0,201.0,43,6,26000000.0,2009.0,402.0,5.2,1.85,0,3,Paul Blart: Mall Cop 
1833,1,1001,129.0,97.0,70.0,512.0,1076,2000.0,110222438.0,582,96693,3984,2548,2.0,271.0,43,6,26000000.0,2003.0,528.0,6.1,1.85,0,3,Freaky Friday 
1834,1,843,217.0,133.0,0.0,218.0,1785,7000.0,109243478.0,1274,313797,8341,866,1.0,546.0,43,9,26000000.0,2005.0,966.0,7.1,1.85,0,3,The 40-Year-Old Virgin 
1835,1,763,134.0,123.0,108.0,239.0,1370,1000.0,100241322.0,1345,175524,1690,2274,0.0,752.0,43,9,25000000.0,1998.0,264.0,7.2,2.35,0,6,Shakespeare in Love 
1836,1,1407,253.0,114.0,71.0,313.0,242,14000.0,25977365.0,832,87950,15428,577,0.0,207.0,43,9,28000000.0,2014.0,439.0,6.5,2.35,15000,6,A Walk Among the Tombstones 
1837,1,602,46.0,111.0,425.0,344.0,331,743.0,91457688.0,1129,107801,2403,1924,4.0,109.0,43,7,26000000.0,1990.0,394.0,6.0,1.85,0,3,Kindergarten Cop 
1838,1,336,232.0,117.0,234.0,919.0,731,11000.0,87341380.0,574,255257,15590,2146,3.0,374.0,43,9,27000000.0,2008.0,989.0,7.0,2.35,0,3,Pineapple Express 
1839,1,71,92.0,121.0,72.0,343.0,583,1000.0,65703412.0,84,57958,2747,1116,1.0,345.0,43,7,26000000.0,1998.0,794.0,7.0,2.35,0,6,Ever After: A Cinderella Story 
1840,1,883,153.0,139.0,0.0,648.0,1451,3000.0,58328680.0,1142,54096,5458,1302,0.0,494.0,43,9,22000000.0,2003.0,693.0,7.5,2.35,0,6,Open Range 
1841,1,728,49.0,115.0,541.0,442.0,1578,8000.0,61490000.0,717,62037,10493,952,5.0,148.0,43,9,26000000.0,1990.0,1000.0,6.6,2.35,0,6,Flatliners 
1843,0,1287,56.0,175.0,0.0,14.0,562,385.0,50800000.0,1180,40277,669,2551,14.0,210.0,43,6,26000000.0,1977.0,232.0,7.4,2.35,0,6,A Bridge Too Far 
1844,1,1627,224.0,85.0,0.0,178.0,314,332.0,57859105.0,1146,94108,1090,2337,0.0,673.0,43,7,26000000.0,2005.0,285.0,6.5,2.35,0,14,Red Eye 
1845,1,351,175.0,90.0,160.0,392.0,1453,748.0,46455802.0,1199,120786,3172,1351,0.0,472.0,43,9,26000000.0,2003.0,439.0,6.2,1.85,0,14,Final Destination 2 
1846,1,725,197.0,107.0,0.0,577.0,2018,1000.0,45506619.0,527,225102,3066,542,3.0,862.0,42,7,26000000.0,2000.0,596.0,7.8,2.35,16000,3,"O Brother, Where Art Thou? "
1847,1,1412,226.0,100.0,124.0,534.0,1104,2000.0,40168080.0,353,80870,3889,397,0.0,315.0,43,9,26000000.0,2010.0,850.0,5.2,2.35,0,0,Legion 
1848,1,1038,335.0,129.0,0.0,385.0,1213,12000.0,49874933.0,386,161168,13573,1720,4.0,287.0,43,9,26000000.0,2013.0,412.0,6.5,2.35,43000,6,Pain & Gain 
1849,1,1207,157.0,109.0,80.0,2000.0,2076,19000.0,45489752.0,1208,48973,28493,628,2.0,214.0,43,7,26000000.0,2004.0,3000.0,6.5,1.85,736,6,In Good Company 
1850,1,806,69.0,94.0,906.0,528.0,1633,2000.0,36985501.0,944,11212,3917,1089,0.0,94.0,43,6,26000000.0,2002.0,587.0,5.2,1.85,874,3,Clockstoppers 
1851,1,920,46.0,133.0,759.0,67.0,2036,826.0,33200000.0,1213,28247,1154,279,4.0,149.0,43,7,26000000.0,1985.0,130.0,7.2,2.35,0,6,Silverado 
1852,1,704,217.0,105.0,260.0,3000.0,867,20000.0,28501651.0,1005,88035,42473,207,0.0,201.0,43,9,26000000.0,2009.0,15000.0,7.1,2.35,10000,6,Brothers 
1853,1,880,55.0,100.0,8.0,588.0,712,1000.0,23222861.0,310,11092,3742,582,4.0,44.0,43,6,26000000.0,2004.0,934.0,4.5,2.35,167,3,Agent Cody Banks 2: Destination London 
1854,1,490,200.0,113.0,0.0,307.0,424,22000.0,54540525.0,1140,66579,23456,2239,15.0,134.0,43,7,56000000.0,2011.0,988.0,5.7,1.85,20000,3,New Year's Eve 
1855,1,1044,93.0,118.0,49.0,155.0,775,11000.0,16252765.0,76,44913,11662,1008,1.0,181.0,13,9,42000000.0,2001.0,216.0,6.0,2.35,3000,6,Original Sin 
1856,1,634,265.0,110.0,160.0,427.0,491,771.0,16005978.0,1056,72886,2356,1391,1.0,190.0,43,9,26000000.0,2012.0,570.0,6.4,2.35,35000,14,The Raven 
1857,1,400,82.0,110.0,80.0,509.0,1705,826.0,14469428.0,1132,10667,2466,1649,2.0,95.0,43,7,26000000.0,2004.0,590.0,5.2,1.85,260,3,Welcome to Mooseport 
1858,1,60,32.0,99.0,5.0,535.0,1327,1000.0,13829734.0,259,16194,2960,1582,0.0,79.0,6,7,26000000.0,1994.0,691.0,4.3,2.35,319,0,Highlander: The Final Dimension 
1859,1,145,42.0,101.0,30.0,223.0,1482,1000.0,1075288.0,508,7772,2228,1289,3.0,55.0,43,9,22000000.0,1996.0,854.0,6.1,1.85,145,6,Blood and Wine 
1861,1,1645,116.0,103.0,11000.0,277.0,627,11000.0,7496522.0,1410,31798,12534,1937,0.0,178.0,43,7,26000000.0,2001.0,893.0,6.8,1.37,826,3,The Curse of the Jade Scorpion 
1863,1,23,23.0,95.0,0.0,26.0,354,442.0,20047715.0,1065,8008,616,1167,1.0,26.0,43,6,25530000.0,1996.0,95.0,5.2,2.35,504,1,Flipper 
1864,1,1516,178.0,117.0,763.0,523.0,546,16000.0,12276810.0,1181,57674,17847,2194,0.0,126.0,43,7,26000000.0,2015.0,543.0,6.5,2.35,11000,14,Self/less 
1865,1,455,226.0,129.0,353.0,151.0,480,883.0,33565375.0,93,111351,1565,661,0.0,568.0,42,9,15000000.0,2005.0,430.0,7.5,1.85,0,6,The Constant Gardener 
1866,1,1030,406.0,120.0,0.0,113.0,1325,260.0,499263.0,257,179235,705,956,0.0,2814.0,43,9,30000000.0,2004.0,252.0,7.1,2.35,13000,6,The Passion of the Christ 
1867,1,222,57.0,125.0,0.0,711.0,1330,49000.0,219200000.0,1151,181380,52201,1641,5.0,223.0,43,7,25000000.0,1993.0,1000.0,6.9,2.35,0,6,Mrs. Doubtfire 
1868,1,108,100.0,133.0,272.0,628.0,2090,10000.0,172825435.0,1337,383784,12285,231,3.0,331.0,43,9,25000000.0,1988.0,898.0,8.0,1.85,12000,6,Rain Man 
1869,1,262,366.0,116.0,16000.0,198.0,586,16000.0,148085755.0,271,561773,17347,20,0.0,871.0,43,9,33000000.0,2008.0,601.0,8.2,2.35,28000,6,Gran Torino 
1870,1,1166,242.0,129.0,0.0,655.0,1858,2000.0,25517500.0,1330,40941,4264,325,1.0,320.0,43,7,25100000.0,2008.0,826.0,6.4,2.35,0,6,W. 
1871,1,1257,309.0,93.0,180.0,485.0,817,14000.0,145000989.0,832,483756,16461,2553,0.0,974.0,13,7,25000000.0,2008.0,816.0,7.9,2.35,29000,14,Taken 
1872,1,1053,85.0,118.0,97.0,437.0,754,775.0,26761283.0,858,43084,3197,461,0.0,99.0,43,7,26000000.0,2014.0,523.0,6.7,2.35,19000,6,The Best of Me 
1873,1,1084,48.0,129.0,81.0,164.0,1482,970.0,121945720.0,134,89972,2551,600,0.0,126.0,43,9,25000000.0,1992.0,854.0,6.1,1.85,0,6,The Bodyguard 
1874,0,1492,174.0,185.0,14000.0,212.0,641,14000.0,96067179.0,832,865020,15233,363,0.0,1273.0,43,9,22000000.0,1993.0,795.0,8.9,1.85,41000,6,Schindler's List 
1875,1,1517,373.0,146.0,150.0,2000.0,290,15000.0,169705587.0,423,318955,23227,1745,2.0,460.0,43,7,25000000.0,2011.0,3000.0,8.1,1.85,75000,6,The Help 
1876,1,129,224.0,128.0,386.0,203.0,1646,19000.0,3254172.0,124,29282,36337,1064,1.0,105.0,43,9,28000000.0,2013.0,17000.0,6.2,2.35,11000,6,The Fifth Estate 
1877,1,1268,94.0,93.0,67.0,596.0,1265,4000.0,84185387.0,1200,33180,7800,2393,0.0,149.0,43,6,80000000.0,2004.0,2000.0,4.9,1.85,567,3,Scooby-Doo 2: Monsters Unleashed 
1879,1,1372,273.0,97.0,31.0,662.0,911,918.0,82163317.0,742,89101,4692,2570,0.0,885.0,43,9,30000000.0,2003.0,782.0,5.8,2.35,3000,14,Freddy vs. Jason 
1881,1,732,66.0,82.0,8.0,179.0,1751,770.0,80920948.0,900,23943,2251,112,0.0,118.0,43,1,30000000.0,2001.0,677.0,6.0,1.85,425,3,Jimmy Neutron: Boy Genius 
1882,1,1019,459.0,85.0,198.0,387.0,190,2000.0,80034302.0,972,296787,3958,1507,0.0,2192.0,43,7,25000000.0,2008.0,1000.0,7.0,1.85,0,0,Cloverfield 
1883,1,1069,68.0,88.0,34.0,445.0,1597,642.0,78656813.0,768,42765,2501,763,0.0,93.0,43,6,25000000.0,1991.0,533.0,6.0,1.85,0,3,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 
1884,1,165,123.0,119.0,0.0,188.0,224,22000.0,76270454.0,1140,219008,22767,394,1.0,418.0,43,9,25000000.0,1987.0,371.0,7.9,2.35,0,6,The Untouchables 
1885,1,445,488.0,122.0,1000.0,883.0,1937,2000.0,74273505.0,757,612060,4738,211,0.0,1518.0,43,9,25000000.0,2007.0,939.0,8.1,2.35,21000,6,No Country for Old Men 
1886,1,1545,146.0,99.0,167.0,460.0,2017,655.0,134141530.0,179,75903,2394,333,1.0,109.0,43,7,25000000.0,2014.0,521.0,6.2,2.35,0,3,Ride Along 
1887,1,1428,168.0,97.0,11.0,887.0,971,14000.0,71500556.0,276,171568,16999,2267,3.0,571.0,42,9,26000000.0,2001.0,1000.0,6.7,2.35,0,6,Bridget Jones's Diary 
1888,1,916,152.0,121.0,529.0,163.0,1249,541.0,71309760.0,819,150308,1323,964,1.0,498.0,42,7,25000000.0,2000.0,399.0,7.3,1.85,18000,6,Chocolat 
1889,1,209,133.0,95.0,0.0,643.0,285,934.0,89808372.0,903,46417,3500,262,2.0,297.0,43,7,45000000.0,2003.0,655.0,4.6,1.85,660,3,"Legally Blonde 2: Red, White & Blonde "
1890,1,69,139.0,105.0,99.0,433.0,736,3000.0,77264926.0,109,21176,5740,2424,5.0,107.0,43,6,25000000.0,2012.0,448.0,6.1,1.85,0,3,Parental Guidance 
1891,1,602,245.0,108.0,425.0,766.0,777,20000.0,70625986.0,1005,168717,22739,1751,1.0,178.0,43,9,25000000.0,2011.0,962.0,6.2,2.35,24000,3,No Strings Attached 
1892,1,521,84.0,134.0,170.0,472.0,460,2000.0,56505065.0,944,95241,4453,1971,0.0,439.0,43,9,25000000.0,1993.0,722.0,7.8,2.35,11000,6,Tombstone 
1893,1,65,70.0,115.0,43.0,775.0,535,5000.0,55973336.0,638,57040,9082,2,1.0,365.0,43,9,25000000.0,2000.0,848.0,6.1,2.35,0,14,Romeo Must Die 
1895,1,640,216.0,86.0,70.0,318.0,764,440.0,54098051.0,233,102861,2420,504,0.0,571.0,15,9,25000000.0,2006.0,346.0,5.8,2.35,0,9,Final Destination 3 
1896,1,1408,170.0,101.0,96.0,204.0,1744,713.0,60443237.0,147,76882,1852,1104,0.0,106.0,43,7,25000000.0,2012.0,220.0,6.5,2.35,29000,6,The Lucky One 
1897,1,486,181.0,96.0,47.0,3000.0,2185,14000.0,82234139.0,706,110390,28071,207,3.0,522.0,43,6,17000000.0,2007.0,11000.0,7.2,1.85,6000,6,Bridge to Terabithia 
1898,1,968,226.0,101.0,395.0,2000.0,1105,40000.0,51676606.0,687,174591,58823,1364,1.0,632.0,43,6,25000000.0,2004.0,14000.0,7.8,2.35,0,6,Finding Neverland 
1899,1,1597,24.0,100.0,0.0,400.0,2017,975.0,52528330.0,48,4265,3202,1445,0.0,27.0,43,7,25000000.0,2013.0,521.0,4.7,1.85,0,6,A Madea Christmas 
1900,1,714,408.0,117.0,248.0,726.0,707,14000.0,51533608.0,832,203111,16606,1031,1.0,755.0,43,9,25000000.0,2011.0,798.0,6.8,2.35,32000,6,The Grey 
1901,1,773,180.0,101.0,21.0,317.0,595,22000.0,51097664.0,1140,70205,23328,2091,0.0,450.0,43,9,30000000.0,2005.0,812.0,5.9,2.35,0,6,Hide and Seek 
1902,1,5,181.0,98.0,285.0,7000.0,2142,640000.0,84136909.0,321,267921,656730,2314,5.0,577.0,43,7,26000000.0,2004.0,8000.0,7.2,1.85,0,3,Anchorman: The Legend of Ron Burgundy 
1903,1,1008,192.0,146.0,17000.0,635.0,1482,22000.0,46836394.0,1140,728685,24783,1910,3.0,989.0,43,9,25000000.0,1990.0,854.0,8.7,1.85,25000,6,Goodfellas 
1904,1,563,79.0,102.0,91.0,434.0,712,1000.0,47285499.0,310,26755,3037,428,3.0,104.0,43,6,26000000.0,2003.0,934.0,5.0,2.35,542,3,Agent Cody Banks 
1905,1,901,128.0,97.0,52.0,579.0,1133,14000.0,47124400.0,276,49676,17278,978,0.0,181.0,43,6,25000000.0,2005.0,2000.0,6.6,2.35,0,3,Nanny McPhee 
1906,1,165,147.0,142.0,0.0,638.0,685,14000.0,44700000.0,20,537442,16464,1608,0.0,851.0,43,9,25000000.0,1983.0,670.0,8.3,2.35,19000,6,Scarface 
1907,1,1480,49.0,98.0,176.0,468.0,1458,742.0,44455658.0,758,36253,2457,2018,2.0,92.0,43,9,25000000.0,1997.0,658.0,6.7,1.85,0,3,Nothing to Lose 
1908,1,126,75.0,219.0,973.0,400.0,986,1000.0,43984230.0,207,70274,2451,2499,0.0,133.0,8,7,23000000.0,1987.0,643.0,7.8,2.35,0,6,The Last Emperor 
1909,1,104,270.0,109.0,175.0,733.0,512,24000.0,66489425.0,555,101977,26625,1532,3.0,161.0,43,9,25000000.0,2012.0,736.0,6.5,2.35,0,6,Contraband 
1910,1,162,29.0,97.0,420.0,585.0,1631,695.0,41067398.0,519,22748,2530,784,2.0,41.0,43,9,25000000.0,1997.0,635.0,6.1,2.35,666,3,Money Talks 
1911,1,1202,398.0,158.0,0.0,104.0,1622,272.0,40218903.0,644,372990,533,1382,0.0,1107.0,43,9,25000000.0,2007.0,111.0,8.1,2.35,16000,6,There Will Be Blood 
1912,1,204,38.0,85.0,0.0,503.0,699,1000.0,39880476.0,41,12218,2908,502,0.0,33.0,43,6,25000000.0,2002.0,535.0,5.2,2.35,187,3,The Wild Thornberrys Movie 
1913,1,745,45.0,80.0,0.0,362.0,438,971.0,39399750.0,411,5674,3017,1786,0.0,35.0,43,6,25000000.0,2003.0,503.0,5.6,2.35,329,3,Rugrats Go Wild 
1914,1,963,81.0,86.0,92.0,466.0,607,744.0,38230435.0,324,29661,3001,418,3.0,179.0,43,7,25000000.0,2002.0,489.0,5.8,1.85,0,3,Undercover Brother 
